College,Major,Program,Course Prefix,Course Name,Color
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AGB 328,Decision Tools for Agribusiness,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AEPS 230,Environmental Horticulture,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AGB 323,Decision Making with Agribusiness Accounting Information,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,SS 221,Soil Health and Plant Nutrition,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,SS 440,Forest and Range Soils,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,CHEM 110,World of Chemistry (B1 & B3) 2,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,DSCI 230,General Dairy Husbandry,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,ASCI 211,Meat Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AEPS 120,Principles of Horticulture and Crop Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,FSN 230,Elements of Food Processing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AGB 202,Introduction to Sales,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,ASCI 321,Zoonoses and Veterinary Public Health Concerns,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AGB 212,Agricultural Economics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,BRAE 340,Irrigation Water Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,FSN 275,Elements of Food Safety,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,ASCI 225,Introduction to Poultry Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,MATH 221,"Calculus for Business and Economics (B4) 2,3",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,FSN 202,Introduction to Human Nutrition,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,ECON 222,Macroeconomics (D2) 2,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Business,Agricultural Business,AGB 260,Agribusiness Data Literacy,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 425,Multimedia Storytelling in Agriculture and Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,BRAE 340,Irrigation Water Management (Upper-Division B) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,JOUR 205,Agricultural Communications,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,BIO 111,General Biology (B2 & B3) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 475,Crisis Communication in Food and Agriculture,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,CHEM 110,World of Chemistry (B1 & B3) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ECON 222,Macroeconomics (D2) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,BRAE 121,Agricultural Mechanics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,SS 120,Introductory Soil Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 452,Current Trends and Issues in Agricultural Communication,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ENGL 310,Corporate Communication,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 301,New Media Communication Strategies in Agriculture,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 223,Systems of Small Ruminant Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AG 452,Issues Affecting California Agriculture,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,COMS 316,Intercultural Communication (USCP),#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 426,Presentation Methods in Agricultural Communication,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ES/NR 308,Fire and Society (Upper-Division D) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 461,Senior Project I,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 102,Orientation to Agricultural Communication & Agricultural Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 112,Principles of Animal Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGB 312,Agricultural Policy,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGB 301,Food and Fiber Marketing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 339,Internship in Agricultural Communications,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 404,Foundations of Agricultural Leadership,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 207,Software Applications for Agricultural Publications,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 460,Research Methodology in Agricultural Communication and Agricultural Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,JOUR 203,News Reporting and Writing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AEPS 329,"Plants, Food, and Biotechnology",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 222,Systems of Swine Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,DSCI 230,General Dairy Husbandry,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,JOUR 312,Public Relations,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 407,Agricultural Publications,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AEPS 120,Principles of Horticulture and Crop Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 462,Senior Project II,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,STAT 217,Introduction to Statistical Concepts and Methods (GE Electives) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,FSN 230,Elements of Food Processing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,FSN 275,Elements of Food Safety,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 224,Equine Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGB 212,Agricultural Economics,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGC 225,Digital Communication in Agriculture and Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 225,Introduction to Poultry Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,ASCI 221,Introduction to Beef Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,MATH 118,"Precalculus Algebra (B4) 1, 2",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Communication,Agricultural Communication,AGB 260,Agribusiness Data Literacy,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 309,Advanced Sales Techniques,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 150,Forage Crops,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 321,Agricultural Safety,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 432,Specialized Operations for Golf Courses and Athletic Fields,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 348,Energy for a Sustainable Society,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 190,California Vegetable Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 343,Turfgrass Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ES/NR 308,Fire and Society,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGC 314,California Fairgrounds and Expositions,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ASCI 330,Poultry Meat Production and Processing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGC 452,Current Trends and Issues in Agricultural Communication,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 437,Park and Public Space Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BIO 227,Wildlife Conservation Biology,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ASCI 112,Principles of Animal Science (B2) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 341,Cut Flower Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 313,Agriculture Economic Analysis,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 240,Commercial Seed Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,NR 402,Forest Health,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ES/NR 308,Fire and Society (Upper-Division D) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,SS 120,Introductory Soil Science (GE Electives) 1,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGC 461,Senior Project I,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGC 102,Orientation to Agricultural Communication & Agricultural Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 142,Agricultural Power and Machinery Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 369,Agricultural Personnel Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,SS 444,Soil Judging,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 440,Agricultural Irrigation Systems,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 424,Nursery Crop Production,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 337,Landscape Irrigation,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ASCI 211,Meat Science,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,DSCI 333,"Dairy Animal Health, Safety and Applied Technology",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,DSCI 301,Dairy Cattle Nutrition,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 202,Introduction to Sales,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,FSN 275,Elements of Food Safety,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 152,3-D Solids Modeling,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 333,Aquacultural Engineering,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 370,World Food Economy,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 445,Produce Marketing,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,BRAE 141,Agricultural Machinery Safety,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGED 410,Computer Applications in Agricultural Education,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 321,Weed Biology and Management,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AEPS 245,Horticultural Production Techniques,#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,ASCI 325,"Egg Production, Processing and Distribution",#ff99f1
collegeofagriculturefoodenvironmentalsciences,Agricultural Science,Agricultural Science,AGB 260,Agribusiness Data Literacy,#ff99f1
