Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Aerospace Engineering,0.021052631578947368,0.4421052631578947,0.0,0.14736842105263157,0.031578947368421054,0.0,0.021052631578947368,0.5052631578947369,0.5263157894736842,0.0,0.010526315789473684,0.0,0.09473684210526316,0.031578947368421054,1.5263157894736843,0.010526315789473684,0.30526315789473685,0.021052631578947368,0.29473684210526313,0.08421052631578947,0.05263157894736842,0.06315789473684211,0.10526315789473684,0.1368421052631579,0.05263157894736842,0.08421052631578947,0.010526315789473684,0.15789473684210525,0.042105263157894736,0.0
Agricultural and Environmental Plant Sciences,0.24705882352941178,0.2,0.011764705882352941,1.9764705882352942,0.058823529411764705,0.03529411764705882,0.2235294117647059,0.15294117647058825,0.1411764705882353,0.16470588235294117,0.011764705882352941,0.2823529411764706,0.011764705882352941,0.6823529411764706,0.16470588235294117,0.1411764705882353,0.047058823529411764,0.023529411764705882,0.023529411764705882,0.08235294117647059,0.07058823529411765,0.5647058823529412,0.29411764705882354,0.058823529411764705,0.3058823529411765,0.09411764705882353,0.08235294117647059,0.023529411764705882,0.17647058823529413,0.21176470588235294
Agricultural Business,0.3111111111111111,0.15555555555555556,0.022222222222222223,1.3777777777777778,0.06666666666666667,0.0,0.13333333333333333,0.5777777777777777,0.24444444444444444,0.26666666666666666,0.06666666666666667,0.0,0.022222222222222223,1.5555555555555556,0.08888888888888889,0.15555555555555556,0.06666666666666667,0.0,0.022222222222222223,0.15555555555555556,0.4222222222222222,0.35555555555555557,0.4888888888888889,0.1111111111111111,0.5777777777777777,0.06666666666666667,0.1111111111111111,0.044444444444444446,0.3111111111111111,0.022222222222222223
Agricultural Communication,0.3181818181818182,0.2727272727272727,0.0,1.0909090909090908,0.7272727272727273,0.0,0.20454545454545456,0.29545454545454547,0.18181818181818182,0.1590909090909091,0.09090909090909091,0.0,0.0,1.1363636363636365,0.06818181818181818,0.0,0.09090909090909091,0.0,0.045454545454545456,0.11363636363636363,0.2727272727272727,0.29545454545454547,0.3409090909090909,0.13636363636363635,0.4090909090909091,0.09090909090909091,0.045454545454545456,0.06818181818181818,0.1590909090909091,0.1590909090909091
Agricultural Science,0.2616822429906542,0.18691588785046728,0.018691588785046728,1.3831775700934579,0.1588785046728972,0.009345794392523364,0.08411214953271028,0.3177570093457944,0.18691588785046728,0.205607476635514,0.018691588785046728,0.009345794392523364,0.028037383177570093,1.280373831775701,0.14953271028037382,0.08411214953271028,0.028037383177570093,0.0,0.009345794392523364,0.056074766355140186,0.27102803738317754,0.5327102803738317,0.4766355140186916,0.102803738317757,0.5327102803738317,0.037383177570093455,0.08411214953271028,0.018691588785046728,0.308411214953271,0.14018691588785046
Agricultural Systems Management,0.1111111111111111,0.43209876543209874,0.0,0.7160493827160493,0.12345679012345678,0.04938271604938271,0.09876543209876543,0.38271604938271603,0.4444444444444444,0.07407407407407407,0.024691358024691357,0.0,0.024691358024691357,0.9876543209876543,0.43209876543209874,0.08641975308641975,0.037037037037037035,0.0,0.04938271604938271,0.16049382716049382,0.16049382716049382,0.41975308641975306,0.5432098765432098,0.16049382716049382,0.7407407407407407,0.08641975308641975,0.04938271604938271,0.18518518518518517,0.4444444444444444,0.037037037037037035
Animal Science,0.09900990099009901,0.07920792079207921,0.0594059405940594,0.6881188118811881,0.054455445544554455,0.01485148514851485,0.46534653465346537,0.30198019801980197,0.21782178217821782,0.29207920792079206,0.019801980198019802,0.039603960396039604,0.0297029702970297,1.0346534653465347,0.07425742574257425,0.04950495049504951,0.07920792079207921,0.0049504950495049506,0.034653465346534656,0.07425742574257425,0.15346534653465346,0.4306930693069307,0.10891089108910891,0.12871287128712872,0.3069306930693069,0.0891089108910891,0.024752475247524754,0.019801980198019802,0.1782178217821782,0.3118811881188119
Anthropology and Geography,1.1846153846153846,0.15384615384615385,0.015384615384615385,0.5384615384615384,0.2153846153846154,0.12307692307692308,0.16923076923076924,0.26153846153846155,0.4,0.18461538461538463,0.2153846153846154,0.07692307692307693,0.015384615384615385,0.3076923076923077,0.03076923076923077,0.26153846153846155,0.0,0.03076923076923077,0.046153846153846156,0.07692307692307693,0.5538461538461539,0.2153846153846154,0.18461538461538463,0.18461538461538463,1.646153846153846,0.015384615384615385,0.5384615384615384,0.015384615384615385,0.13846153846153847,0.38461538461538464
Architectural Engineering,0.04081632653061224,0.30612244897959184,0.0,0.02040816326530612,0.061224489795918366,0.0,0.02040816326530612,0.46938775510204084,0.46938775510204084,0.0,0.0,0.0,0.02040816326530612,0.0,0.12244897959183673,0.02040816326530612,0.1836734693877551,0.0,0.24489795918367346,0.10204081632653061,0.04081632653061224,0.7755102040816326,0.16326530612244897,0.12244897959183673,0.08163265306122448,0.6530612244897959,0.04081632653061224,0.10204081632653061,0.04081632653061224,0.0
Architecture,0.32432432432432434,0.02702702702702703,0.02702702702702703,0.08108108108108109,0.13513513513513514,0.0,0.0,0.05405405405405406,0.10810810810810811,0.02702702702702703,0.0,0.02702702702702703,0.0,0.13513513513513514,0.13513513513513514,0.08108108108108109,0.24324324324324326,0.0,0.02702702702702703,0.0,0.02702702702702703,1.7837837837837838,0.05405405405405406,0.08108108108108109,0.21621621621621623,0.8918918918918919,0.2972972972972973,0.08108108108108109,0.05405405405405406,0.0
Art and Design,1.3181818181818181,0.20454545454545456,0.011363636363636364,0.14772727272727273,0.5454545454545454,0.10227272727272728,0.0,0.17045454545454544,0.2840909090909091,0.0,0.0,0.011363636363636364,0.022727272727272728,0.03409090909090909,0.10227272727272728,0.125,0.045454545454545456,0.022727272727272728,0.011363636363636364,0.0,0.06818181818181818,0.2840909090909091,0.011363636363636364,0.056818181818181816,0.045454545454545456,0.011363636363636364,0.056818181818181816,0.011363636363636364,0.06818181818181818,0.045454545454545456
Biochemistry,0.013157894736842105,0.06578947368421052,0.2631578947368421,0.05263157894736842,0.06578947368421052,0.0,1.263157894736842,0.32894736842105265,0.2894736842105263,0.10526315789473684,0.09210526315789473,0.0,0.0,0.02631578947368421,0.013157894736842105,0.0,0.15789473684210525,0.0,0.07894736842105263,0.07894736842105263,0.0,0.039473684210526314,0.039473684210526314,0.19736842105263158,0.10526315789473684,0.19736842105263158,0.0,0.3815789473684211,0.039473684210526314,0.14473684210526316
Biological Sciences,0.2887323943661972,0.19014084507042253,0.3591549295774648,0.2746478873239437,0.15492957746478872,0.07746478873239436,0.7112676056338029,0.2746478873239437,0.39436619718309857,0.3380281690140845,0.11971830985915492,0.028169014084507043,0.0,0.1619718309859155,0.07042253521126761,0.16901408450704225,0.16901408450704225,0.0,0.04929577464788732,0.1619718309859155,0.06338028169014084,0.1267605633802817,0.15492957746478872,0.06338028169014084,0.6619718309859155,0.09154929577464789,0.1056338028169014,0.02112676056338028,0.06338028169014084,0.5070422535211268
Biomedical Engineering,0.04081632653061224,0.42857142857142855,0.02040816326530612,0.07142857142857142,0.14285714285714285,0.0,0.4897959183673469,0.4897959183673469,0.4897959183673469,0.05102040816326531,0.01020408163265306,0.01020408163265306,0.0,0.07142857142857142,0.20408163265306123,0.030612244897959183,0.29591836734693877,0.030612244897959183,0.19387755102040816,0.12244897959183673,0.030612244897959183,0.30612244897959184,0.030612244897959183,0.10204081632653061,0.09183673469387756,0.20408163265306123,0.01020408163265306,0.3163265306122449,0.15306122448979592,0.08163265306122448
BioResource and Agricultural Engineering,0.09523809523809523,0.4444444444444444,0.0,0.31746031746031744,0.09523809523809523,0.047619047619047616,0.2857142857142857,0.2698412698412698,0.36507936507936506,0.047619047619047616,0.0,0.0,0.0,0.23809523809523808,0.4603174603174603,0.06349206349206349,0.1746031746031746,0.0,0.1746031746031746,0.1111111111111111,0.14285714285714285,0.20634920634920634,0.3968253968253968,0.1111111111111111,0.4126984126984127,0.19047619047619047,0.015873015873015872,0.15873015873015872,0.20634920634920634,0.12698412698412698
Business Administration,0.42424242424242425,0.30303030303030304,0.0,0.24242424242424243,0.15151515151515152,0.0,0.0,1.1515151515151516,0.36363636363636365,0.030303030303030304,0.030303030303030304,0.030303030303030304,0.06060606060606061,0.30303030303030304,0.12121212121212122,0.12121212121212122,0.06060606060606061,0.0,0.0,0.2727272727272727,1.2727272727272727,0.21212121212121213,0.0,0.12121212121212122,0.0,0.030303030303030304,0.3333333333333333,0.06060606060606061,0.42424242424242425,0.0
