Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
City and Regional Planning,190,20,60,63,40,10,8,50,57,35,14,24,1,32,50,15,11,2,8,64,55,90,21,11,260,16,74,16,37,45
Civil Engineering,13,28,15,31,10,0,24,21,27,8,5,9,0,14,84,4,29,12,34,42,5,67,87,5,45,32,7,9,10,25
Communication Studies,46,2,13,7,16,2,2,9,14,2,1,5,0,1,8,4,0,0,1,14,3,12,1,2,7,3,2,2,3,1
Comparative Ethnic Studies,571,19,113,59,28,14,10,49,60,31,15,70,21,16,49,83,3,10,3,49,93,55,15,15,169,11,49,11,10,29
Computer Engineering,16,128,23,58,23,4,30,39,50,13,10,19,5,31,71,4,42,12,50,70,3,66,2,12,17,6,10,107,50,2
Computer Science,34,312,34,88,60,3,75,61,78,10,21,45,11,56,117,12,45,30,41,169,46,129,5,27,35,15,14,64,72,26
Construction Management,11,6,12,25,9,0,7,30,29,11,4,4,2,16,28,1,13,4,8,25,14,98,13,3,26,35,15,11,22,4
Dairy Science,13,11,16,125,12,3,71,21,21,39,10,12,3,169,26,4,6,1,10,26,25,45,9,15,23,13,1,8,51,27
Economics,14,23,2,8,2,0,0,18,18,2,3,4,1,1,10,1,6,2,3,24,29,12,0,1,0,3,4,5,8,2
Electrical Engineering,31,333,18,115,70,13,56,93,115,15,18,38,18,69,240,14,73,26,164,160,27,151,12,24,36,18,11,165,82,19
English,80,19,9,11,9,2,1,10,14,0,0,94,1,2,7,22,1,9,5,10,3,13,5,13,4,0,1,5,2,5
Environmental Earth and Soil Sciences,122,56,50,281,49,13,62,44,58,54,16,44,3,147,97,18,27,11,34,66,42,131,267,24,406,47,48,22,118,160
Environmental Engineering,13,19,14,33,16,0,44,16,21,22,2,10,1,24,75,4,16,3,42,42,7,29,36,10,52,16,20,5,12,15
Environmental Management and Protection,141,42,51,308,48,13,74,50,63,56,13,37,3,158,82,15,21,13,22,73,52,141,245,24,415,34,55,22,135,211
Food Science,22,8,21,100,12,0,54,14,13,27,10,12,3,150,25,7,10,1,7,19,5,24,11,11,28,8,3,20,50,31
Forest and Fire Sciences,137,45,51,312,50,13,68,43,55,57,13,36,3,173,77,16,25,15,16,64,52,147,284,27,429,37,59,24,141,185
General Engineering,8,21,11,35,5,0,51,25,30,6,11,21,2,9,58,0,21,3,41,44,2,35,6,5,9,18,4,15,13,13
Graphic Communication,14,51,10,59,164,49,15,35,47,9,20,13,2,48,18,7,6,1,2,32,11,50,1,4,27,10,15,39,96,8
History,129,7,10,6,2,3,0,7,9,0,0,49,0,0,7,9,0,3,3,10,19,9,0,7,6,1,1,3,1,1
Industrial Engineering,43,93,25,103,23,16,29,78,103,11,22,22,4,47,140,19,31,11,48,120,27,114,8,8,110,23,23,68,112,22
Industrial Technology and Packaging,4,13,2,12,6,0,3,7,9,3,2,5,1,21,8,3,7,3,7,14,3,15,0,6,9,2,6,15,46,4
Interdisciplinary Studies,50,4,12,3,4,0,2,5,5,0,1,3,0,0,4,4,1,0,2,26,8,7,0,2,2,0,0,1,1,0
Journalism,32,15,10,23,65,5,0,12,8,1,5,15,3,11,10,13,3,0,4,32,16,20,0,2,6,1,2,7,7,2
Kinesiology,53,13,63,22,23,5,47,20,30,200,16,13,4,22,20,17,5,4,16,22,9,20,1,27,42,29,18,8,6,32
Landscape Architecture,24,9,17,18,20,4,6,5,11,7,2,1,0,9,6,3,21,1,2,13,1,46,11,4,28,1,10,8,14,21
Liberal Arts and Engineering Studies,36,93,12,46,61,21,6,36,47,6,14,17,9,32,72,6,19,10,30,67,5,67,8,10,18,7,4,27,47,0
Liberal Studies,269,22,209,57,24,5,106,57,46,66,32,58,5,31,46,54,44,10,33,28,28,46,8,31,65,28,11,8,10,71
Manufacturing Engineering,43,87,25,105,32,15,41,78,104,19,25,26,4,62,151,19,33,12,54,100,26,131,8,13,113,28,26,130,146,24
Marine Sciences,43,32,104,69,28,18,129,54,59,19,19,34,2,25,54,27,29,1,20,69,12,47,22,12,174,14,15,8,22,123
Materials Engineering,18,27,49,49,25,7,51,51,54,23,14,19,5,38,91,7,34,7,54,59,13,74,6,17,30,33,41,137,58,6
Mathematics,6,46,34,39,4,1,15,35,56,8,3,22,4,16,61,6,91,39,90,114,9,60,6,9,5,6,2,9,22,9
Mechanical Engineering,16,91,23,71,35,4,32,50,69,30,13,17,7,47,185,18,34,18,78,78,3,99,18,18,23,34,12,148,95,16
Microbiology,16,29,12,91,11,3,145,28,32,42,6,15,1,77,43,8,17,1,13,50,5,34,15,6,33,12,0,13,23,61
Music,18,2,5,10,7,0,3,4,26,0,1,8,168,2,4,15,0,0,1,5,0,9,2,6,0,3,0,2,1,2
Nutrition,42,8,55,57,16,4,127,27,28,113,17,18,6,38,30,9,25,5,13,28,13,29,3,6,32,24,8,10,16,43
Philosophy,48,3,19,10,11,2,10,9,10,4,3,2,0,2,13,2,3,6,0,8,3,9,0,8,12,1,0,0,5,3
Physics,13,4,16,13,7,4,15,13,18,4,6,5,0,4,24,4,18,1,71,24,0,16,2,4,4,3,1,11,6,1
Political Science,188,18,41,28,14,3,11,31,20,10,2,17,0,8,25,16,4,0,2,26,35,24,6,3,31,9,19,9,11,11
Public Health,129,25,83,41,37,3,81,29,29,210,12,75,2,30,25,11,8,6,8,45,19,37,6,18,85,40,20,11,12,47
Psychology,108,10,76,9,8,3,37,11,17,34,13,12,0,4,13,9,4,1,1,16,9,14,0,3,15,17,8,2,2,28
"Recreation, Parks, and Tourism Administration",130,12,67,121,52,11,12,64,76,42,26,22,4,76,33,23,10,1,2,46,43,98,8,17,159,17,55,14,75,35
Sociology,171,11,88,36,21,0,9,34,36,15,9,17,1,15,31,9,1,1,2,33,20,36,3,11,34,10,14,3,11,12
Software Engineering,27,269,32,80,40,2,79,56,63,10,18,44,7,50,108,11,44,19,45,160,31,121,4,24,37,17,9,60,66,24
Spanish,325,23,85,31,29,12,8,41,54,20,13,155,13,5,29,59,0,67,0,28,47,42,6,11,104,10,27,14,9,20
Statistics,2,44,2,26,6,1,2,23,26,0,4,9,2,6,34,4,37,12,19,107,0,37,1,2,1,0,1,6,18,3
Theatre Arts,22,6,6,14,10,32,5,7,20,4,3,11,15,11,7,13,1,1,0,9,1,31,1,3,1,11,3,11,12,1
Wine and Viticulture,40,12,13,151,20,1,69,47,49,15,13,52,1,77,27,8,7,3,6,31,47,58,17,6,38,13,21,13,64,55
Accounting,2,3,0,1,2,8,1,12,13,0,0,1,0,2,4,1,0,0,0,0,37,2,1,0,1,1,2,2,7,0
Consumer Packaging,2,3,0,8,8,3,1,7,4,3,0,2,0,9,3,0,1,3,0,7,2,8,1,3,7,1,1,19,50,3
Entrepreneurship,10,4,8,7,13,0,2,21,22,2,7,1,0,6,3,4,0,0,0,3,11,13,1,0,6,5,13,5,20,3
"Ethics, Law and Social Justice",90,8,15,10,8,1,3,8,9,4,0,2,0,0,14,4,1,0,0,9,12,13,2,1,5,3,5,6,4,7
Financial Management,12,17,3,15,3,6,7,14,16,1,0,7,0,11,12,3,3,1,3,15,94,16,1,1,3,8,10,6,29,2
Global Citizenship and Social Sustainability,196,4,50,25,29,13,5,11,22,4,14,24,0,12,20,28,0,1,7,10,40,26,4,1,147,6,26,2,11,17
Health and Society,147,11,77,22,33,14,33,5,19,53,24,18,0,17,15,15,4,0,1,7,14,21,0,11,138,12,8,2,5,27
Industrial Technology,4,7,4,23,16,4,0,24,24,4,4,2,2,21,11,4,1,0,2,4,10,19,0,4,10,4,9,22,84,6
Information Systems,2,12,2,10,4,0,0,11,12,0,1,2,1,7,5,0,0,3,0,6,1,13,1,1,3,1,0,2,9,0
Management and Human Resources,5,1,8,12,9,0,2,19,20,1,5,2,7,7,4,0,1,0,0,4,2,14,0,5,15,4,6,2,23,0
Marketing Management,5,4,2,22,7,0,0,11,11,0,0,0,0,6,4,2,2,0,0,6,1,7,1,2,0,0,0,3,12,1
Packaging Technology,0,1,3,13,6,3,4,7,5,2,0,0,0,19,2,2,0,0,1,3,2,5,0,3,3,0,2,19,48,3
Quantitative Analysis,4,19,1,21,2,0,0,22,24,1,0,4,1,4,25,1,38,16,37,72,8,25,1,1,0,0,1,1,9,1
Real Estate Finance,8,4,0,12,2,2,2,7,8,2,0,2,0,8,5,2,1,1,2,9,17,17,4,0,8,4,5,6,13,2
"Science, Technology and Society",99,8,57,16,58,15,27,4,20,14,22,20,0,10,16,16,1,4,7,4,18,20,2,3,153,2,16,3,13,17
Visual Media and Cultural Studies,141,8,13,24,27,7,1,17,28,0,0,22,16,8,18,22,1,9,1,18,3,27,9,3,4,0,3,14,1,3
"Bioinformatics, Cross Disciplinary Studies",0,21,2,15,3,0,47,11,15,2,3,8,2,5,13,2,1,0,1,22,0,17,0,2,2,4,3,3,7,9
"Data Science, Cross Disciplinary Studies",0,31,8,14,4,0,5,11,13,0,2,7,2,5,15,0,9,1,11,42,0,22,0,1,1,0,2,3,7,0
"Heavy Civil, Cross Disciplinary Studies",4,5,0,15,4,0,0,4,4,0,0,0,1,8,12,0,1,2,0,7,3,57,5,0,5,9,3,5,12,3
