Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
Art and Design,0.5568181818181818,0.045454545454545456,0.011363636363636364,0.125,0.32954545454545453,0.056818181818181816,0.0,0.07954545454545454,0.13636363636363635,0.0,0.0,0.011363636363636364,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.09090909090909091,0.0,0.022727272727272728,0.0,0.0,0.0,0.14772727272727273,0.0,0.0,0.0,0.0,0.011363636363636364,0.011363636363636364,0.022727272727272728,0.011363636363636364
Biochemistry,0.013157894736842105,0.02631578947368421,0.2631578947368421,0.05263157894736842,0.013157894736842105,0.0,0.9078947368421053,0.06578947368421052,0.02631578947368421,0.10526315789473684,0.0,0.0,0.0,0.013157894736842105,0.0,0.0,0.13157894736842105,0.0,0.02631578947368421,0.039473684210526314,0.0,0.039473684210526314,0.039473684210526314,0.0,0.09210526315789473,0.0,0.0,0.10526315789473684,0.039473684210526314,0.05263157894736842
Biological Sciences,0.24647887323943662,0.1267605633802817,0.352112676056338,0.13380281690140844,0.0,0.07746478873239436,0.4154929577464789,0.028169014084507043,0.04225352112676056,0.3028169014084507,0.007042253521126761,0.02112676056338028,0.0,0.04929577464788732,0.0,0.07746478873239436,0.1619718309859155,0.0,0.02112676056338028,0.09154929577464789,0.0,0.035211267605633804,0.15492957746478872,0.0,0.49295774647887325,0.0,0.04225352112676056,0.007042253521126761,0.035211267605633804,0.2676056338028169
Biomedical Engineering,0.02040816326530612,0.2857142857142857,0.01020408163265306,0.061224489795918366,0.05102040816326531,0.0,0.2857142857142857,0.061224489795918366,0.04081632653061224,0.01020408163265306,0.0,0.01020408163265306,0.0,0.05102040816326531,0.030612244897959183,0.0,0.23469387755102042,0.030612244897959183,0.05102040816326531,0.07142857142857142,0.0,0.21428571428571427,0.0,0.0,0.030612244897959183,0.05102040816326531,0.0,0.12244897959183673,0.09183673469387756,0.02040816326530612
BioResource and Agricultural Engineering,0.06349206349206349,0.2698412698412698,0.0,0.20634920634920634,0.047619047619047616,0.047619047619047616,0.15873015873015872,0.047619047619047616,0.047619047619047616,0.015873015873015872,0.0,0.0,0.0,0.12698412698412698,0.1746031746031746,0.015873015873015872,0.12698412698412698,0.0,0.031746031746031744,0.047619047619047616,0.015873015873015872,0.12698412698412698,0.2222222222222222,0.0,0.2698412698412698,0.09523809523809523,0.0,0.0,0.015873015873015872,0.047619047619047616
Business Administration,0.21212121212121213,0.21212121212121213,0.0,0.0,0.030303030303030304,0.0,0.0,0.6666666666666666,0.0,0.030303030303030304,0.0,0.030303030303030304,0.06060606060606061,0.15151515151515152,0.0,0.030303030303030304,0.030303030303030304,0.0,0.0,0.15151515151515152,0.6060606060606061,0.030303030303030304,0.0,0.0,0.0,0.0,0.030303030303030304,0.06060606060606061,0.3939393939393939,0.0
Chemistry,0.014492753623188406,0.2028985507246377,0.2898550724637681,0.057971014492753624,0.014492753623188406,0.0,0.8840579710144928,0.07246376811594203,0.028985507246376812,0.028985507246376812,0.0,0.043478260869565216,0.0,0.014492753623188406,0.0,0.0,0.15942028985507245,0.0,0.043478260869565216,0.043478260869565216,0.0,0.014492753623188406,0.043478260869565216,0.0,0.08695652173913043,0.0,0.0,0.11594202898550725,0.043478260869565216,0.057971014492753624
Child Development,0.38461538461538464,0.0,0.3076923076923077,0.0,0.07692307692307693,0.02564102564102564,0.1794871794871795,0.0,0.0,0.02564102564102564,0.358974358974359,0.0,0.0,0.0,0.0,0.0,0.02564102564102564,0.0,0.0,0.02564102564102564,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.10256410256410256,0.02564102564102564,0.0,0.23076923076923078
City and Regional Planning,0.6693548387096774,0.06451612903225806,0.008064516129032258,0.03225806451612903,0.04032258064516129,0.07258064516129033,0.0,0.12096774193548387,0.0,0.04032258064516129,0.0,0.008064516129032258,0.008064516129032258,0.03225806451612903,0.03225806451612903,0.008064516129032258,0.04032258064516129,0.0,0.0,0.056451612903225805,0.016129032258064516,0.12096774193548387,0.08064516129032258,0.0,0.9435483870967742,0.024193548387096774,0.3790322580645161,0.0,0.024193548387096774,0.03225806451612903
Civil Engineering,0.04285714285714286,0.24285714285714285,0.02857142857142857,0.04285714285714286,0.014285714285714285,0.0,0.11428571428571428,0.0,0.05714285714285714,0.0,0.0,0.014285714285714285,0.0,0.02857142857142857,0.04285714285714286,0.05714285714285714,0.18571428571428572,0.04285714285714286,0.07142857142857142,0.02857142857142857,0.014285714285714285,0.37142857142857144,0.6857142857142857,0.0,0.38571428571428573,0.18571428571428572,0.04285714285714286,0.02857142857142857,0.0,0.07142857142857142
