Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
Aerospace Engineering,0.10526315789473684,1.0,2.8,0.6631578947368421,0.5052631578947369,0.021052631578947368,0.09473684210526316,0.07368421052631578,0.16842105263157894,0.8105263157894737,0.18947368421052632,0.042105263157894736,0.6631578947368421,0.15789473684210525,0.10526315789473684,0.18947368421052632,0.09473684210526316,0.5263157894736842,0.010526315789473684,0.16842105263157894
Agricultural and Environmental Plant Sciences,0.29411764705882354,0.32941176470588235,0.2823529411764706,2.611764705882353,0.2235294117647059,0.21176470588235294,0.011764705882352941,0.47058823529411764,0.2235294117647059,0.2235294117647059,0.8941176470588236,0.023529411764705882,0.17647058823529413,0.4117647058823529,1.1176470588235294,0.12941176470588237,0.09411764705882353,0.047058823529411764,0.1411764705882353,0.12941176470588237
Agricultural Business,0.5111111111111111,0.4,0.35555555555555557,2.466666666666667,0.7777777777777778,0.24444444444444444,0.022222222222222223,0.5111111111111111,0.4444444444444444,0.5333333333333333,1.0888888888888888,0.1111111111111111,0.37777777777777777,0.08888888888888889,2.1333333333333333,0.3333333333333333,0.5777777777777777,0.13333333333333333,0.15555555555555556,0.26666666666666666
Agricultural Communication,0.4772727272727273,0.4318181818181818,0.2727272727272727,1.8409090909090908,0.4772727272727273,0.3181818181818182,0.0,0.6818181818181818,0.36363636363636365,0.4090909090909091,0.8863636363636364,0.1590909090909091,0.38636363636363635,0.25,1.6136363636363635,0.4090909090909091,0.36363636363636365,0.11363636363636363,0.0,0.22727272727272727
Agricultural Science,0.4205607476635514,0.35514018691588783,0.35514018691588783,2.05607476635514,0.38317757009345793,0.102803738317757,0.028037383177570093,0.2523364485981308,0.3177570093457944,0.24299065420560748,1.2616822429906542,0.06542056074766354,0.21495327102803738,0.06542056074766354,1.925233644859813,0.16822429906542055,0.3364485981308411,0.037383177570093455,0.17757009345794392,0.1588785046728972
Agricultural Systems Management,0.25925925925925924,0.7901234567901234,1.0617283950617284,1.382716049382716,0.38271604938271603,0.19753086419753085,0.024691358024691357,0.30864197530864196,0.2716049382716049,0.5432098765432098,1.3333333333333333,0.07407407407407407,0.4444444444444444,0.1111111111111111,1.4197530864197532,0.2345679012345679,0.25925925925925924,0.16049382716049382,0.08641975308641975,0.14814814814814814
Animal Science,0.1782178217821782,0.2376237623762376,0.33663366336633666,1.1584158415841583,0.3564356435643564,0.17326732673267325,0.0297029702970297,0.9356435643564357,0.5495049504950495,0.27722772277227725,0.8366336633663366,0.0891089108910891,0.26732673267326734,0.13366336633663367,1.6386138613861385,0.24752475247524752,0.2079207920792079,0.13366336633663367,0.04950495049504951,0.09900990099009901
Anthropology and Geography,1.876923076923077,0.4,0.4,0.9846153846153847,0.26153846153846155,0.2923076923076923,0.015384615384615385,0.3384615384615385,0.46153846153846156,0.38461538461538464,3.5846153846153848,0.24615384615384617,0.4307692307692308,0.46153846153846156,0.6923076923076923,0.3384615384615385,0.5692307692307692,0.03076923076923077,0.26153846153846155,0.2153846153846154
Architectural Engineering,0.10204081632653061,0.7755102040816326,1.2857142857142858,0.5102040816326531,0.46938775510204084,0.04081632653061224,0.02040816326530612,0.08163265306122448,0.1836734693877551,0.8367346938775511,0.12244897959183673,0.0,0.5510204081632653,0.08163265306122448,0.14285714285714285,0.1836734693877551,0.061224489795918366,0.4897959183673469,0.02040816326530612,0.10204081632653061
Architecture,0.4594594594594595,0.10810810810810811,0.35135135135135137,0.16216216216216217,0.05405405405405406,0.0,0.0,0.02702702702702703,0.16216216216216217,0.05405405405405406,0.4594594594594595,0.0,0.10810810810810811,0.05405405405405406,0.2702702702702703,0.13513513513513514,0.02702702702702703,0.5675675675675675,0.08108108108108109,0.02702702702702703
Art and Design,1.4318181818181819,0.3181818181818182,0.20454545454545456,0.25,0.17045454545454544,0.056818181818181816,0.022727272727272728,0.07954545454545454,0.03409090909090909,0.11363636363636363,0.13636363636363635,0.03409090909090909,0.2727272727272727,0.1590909090909091,0.18181818181818182,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.125,0.1590909090909091
Biochemistry,0.15789473684210525,0.32894736842105265,0.5526315789473685,0.5394736842105263,0.35526315789473684,0.14473684210526316,0.0,2.026315789473684,0.35526315789473684,0.42105263157894735,0.17105263157894737,0.14473684210526316,0.5526315789473685,0.19736842105263158,0.23684210526315788,0.7105263157894737,0.0,0.39473684210526316,0.0,0.02631578947368421
Biological Sciences,0.4084507042253521,0.45774647887323944,0.4788732394366197,0.7605633802816901,0.31690140845070425,0.352112676056338,0.0,1.2605633802816902,0.5211267605633803,0.5352112676056338,1.3450704225352113,0.1619718309859155,0.4859154929577465,0.22535211267605634,0.4225352112676056,0.8380281690140845,0.13380281690140844,0.22535211267605634,0.16901408450704225,0.14788732394366197
Biomedical Engineering,0.1326530612244898,1.030612244897959,1.3979591836734695,0.5510204081632653,0.4897959183673469,0.16326530612244897,0.0,0.9489795918367347,0.1836734693877551,0.8469387755102041,0.14285714285714285,0.04081632653061224,0.5612244897959183,0.20408163265306123,0.20408163265306123,0.2653061224489796,0.10204081632653061,0.5306122448979592,0.030612244897959183,0.20408163265306123
BioResource and Agricultural Engineering,0.2698412698412698,0.8571428571428571,1.6507936507936507,0.6190476190476191,0.2698412698412698,0.20634920634920634,0.0,0.5714285714285714,0.23809523809523808,0.5873015873015873,0.9365079365079365,0.07936507936507936,0.3333333333333333,0.15873015873015872,0.5555555555555556,0.1746031746031746,0.15873015873015872,0.4126984126984127,0.06349206349206349,0.1746031746031746
Business Administration,0.8181818181818182,0.6666666666666666,0.48484848484848486,0.7575757575757576,1.2424242424242424,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.2727272727272727,0.8181818181818182,0.6666666666666666,0.030303030303030304,0.5757575757575758,0.3333333333333333,0.3333333333333333,0.18181818181818182,1.5757575757575757,0.15151515151515152,0.12121212121212122,0.36363636363636365
Chemistry,0.17391304347826086,0.5942028985507246,0.8115942028985508,0.5507246376811594,0.36231884057971014,0.15942028985507245,0.0,1.6376811594202898,0.30434782608695654,0.6811594202898551,0.17391304347826086,0.15942028985507245,0.6086956521739131,0.2318840579710145,0.2318840579710145,0.7971014492753623,0.014492753623188406,0.4492753623188406,0.0,0.08695652173913043
Child Development,0.6666666666666666,0.15384615384615385,0.10256410256410256,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.7692307692307693,1.2564102564102564,0.3076923076923077,0.3076923076923077,0.5897435897435898,0.2564102564102564,0.1282051282051282,0.10256410256410256,0.48717948717948717,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.05128205128205128
City and Regional Planning,1.467741935483871,0.4435483870967742,0.43548387096774194,0.5161290322580645,0.45161290322580644,0.12903225806451613,0.008064516129032258,0.06451612903225806,0.23387096774193547,0.5161290322580645,2.3225806451612905,0.08870967741935484,0.3870967741935484,0.1935483870967742,0.29838709677419356,0.16129032258064516,0.46774193548387094,0.08064516129032258,0.12096774193548387,0.20161290322580644
Civil Engineering,0.15714285714285714,0.7,1.4857142857142858,0.45714285714285713,0.3,0.1,0.0,0.34285714285714286,0.18571428571428572,0.6142857142857143,0.8,0.07142857142857142,0.4,0.12857142857142856,0.2,0.17142857142857143,0.07142857142857142,0.4857142857142857,0.05714285714285714,0.2
