Programs,0,1,2,3,4,5,6,7,8,9
Manufacturing Engineering,0.2782608695652174,0.17391304347826086,0.6608695652173913,1.008695652173913,0.017391304347826087,0.8260869565217391,0.6260869565217392,0.034782608695652174,0.2608695652173913,0.043478260869565216
Marine Sciences,0.2711864406779661,0.3050847457627119,0.2542372881355932,0.3983050847457627,0.03389830508474576,0.4661016949152542,0.2796610169491525,0.01694915254237288,0.8389830508474576,0.11864406779661017
Materials Engineering,0.02,0.08,0.27,0.82,0.02,0.43,0.4,0.04,0.42,0.06
Mathematics,0.046296296296296294,0.05555555555555555,0.37962962962962965,0.6203703703703703,0.09259259259259259,0.3611111111111111,0.32407407407407407,0.027777777777777776,0.12962962962962962,0.009259259259259259
Mechanical Engineering,0.031746031746031744,0.11904761904761904,0.5238095238095238,1.0396825396825398,0.015873015873015872,0.5317460317460317,0.35714285714285715,0.05555555555555555,0.21428571428571427,0.031746031746031744
Microbiology,0.10638297872340426,0.23404255319148937,0.30851063829787234,0.3404255319148936,0.02127659574468085,0.5638297872340425,0.2765957446808511,0.010638297872340425,0.9574468085106383,0.39361702127659576
Music,0.15,0.15,0.03333333333333333,0.06666666666666667,0.08333333333333333,0.11666666666666667,0.06666666666666667,1.95,0.05,0.0
Nutrition,0.30392156862745096,0.17647058823529413,0.0784313725490196,0.2647058823529412,0.0392156862745098,0.3235294117647059,0.27450980392156865,0.058823529411764705,0.7647058823529411,1.0
Philosophy,0.6052631578947368,0.07894736842105263,0.05263157894736842,0.2631578947368421,0.02631578947368421,0.21052631578947367,0.23684210526315788,0.0,0.23684210526315788,0.15789473684210525
Physics,0.28205128205128205,0.1282051282051282,0.10256410256410256,0.9487179487179487,0.0,0.3333333333333333,0.3333333333333333,0.0,0.38461538461538464,0.05128205128205128
Political Science,1.5875,0.025,0.1625,0.2125,0.0625,0.25,0.4875,0.0,0.1375,0.15
Public Health,0.9224137931034483,0.10344827586206896,0.21551724137931033,0.13793103448275862,0.41379310344827586,0.23275862068965517,0.2413793103448276,0.017241379310344827,0.45689655172413796,1.3706896551724137
Psychology,1.6666666666666667,0.19298245614035087,0.15789473684210525,0.14035087719298245,0.12280701754385964,0.15789473684210525,0.19298245614035087,0.0,0.42105263157894735,0.5263157894736842
"Recreation, Parks, and Tourism Administration",0.9217391304347826,0.12173913043478261,0.08695652173913043,0.22608695652173913,0.043478260869565216,0.8260869565217391,0.5391304347826087,0.02608695652173913,0.09565217391304348,0.17391304347826086
Sociology,2.0,0.0,0.09090909090909091,0.4393939393939394,0.06060606060606061,0.5,0.5757575757575758,0.015151515151515152,0.13636363636363635,0.24242424242424243
Software Engineering,0.05844155844155844,0.05194805194805195,1.4025974025974026,0.5194805194805194,0.18181818181818182,0.44155844155844154,0.3116883116883117,0.045454545454545456,0.3246753246753247,0.05194805194805195
Spanish,1.696969696969697,0.20454545454545456,0.16666666666666666,0.20454545454545456,0.5984848484848485,0.22727272727272727,0.23484848484848486,0.08333333333333333,0.06060606060606061,0.11363636363636363
Statistics,0.02,0.06,0.7,0.54,0.14,0.52,0.46,0.04,0.04,0.0
Theatre Arts,0.27906976744186046,0.20930232558139536,0.13953488372093023,0.13953488372093023,0.06976744186046512,0.32558139534883723,0.16279069767441862,0.3023255813953488,0.11627906976744186,0.0
Wine and Viticulture,0.3069306930693069,0.10891089108910891,0.10891089108910891,0.22772277227722773,0.3465346534653465,1.00990099009901,0.39603960396039606,0.009900990099009901,0.4752475247524752,0.13861386138613863
Accounting,0.0,0.09090909090909091,0.2727272727272727,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.09090909090909091,0.0
Consumer Packaging,0.06666666666666667,0.06666666666666667,0.2,0.13333333333333333,0.0,0.5333333333333333,0.4,0.0,0.06666666666666667,0.0
Entrepreneurship,0.625,0.25,0.25,0.1875,0.0,0.1875,1.0625,0.0,0.0625,0.0
"Ethics, Law and Social Justice",1.6470588235294117,0.058823529411764705,0.17647058823529413,0.2647058823529412,0.0,0.20588235294117646,0.23529411764705882,0.0,0.08823529411764706,0.17647058823529413
Financial Management,0.28125,0.0625,0.46875,0.21875,0.03125,0.46875,0.46875,0.0,0.21875,0.0625
Global Citizenship and Social Sustainability,2.96,0.24,0.04,0.42,0.04,0.42,0.2,0.0,0.1,0.08
Health and Society,3.0,0.5348837209302325,0.23255813953488372,0.20930232558139536,0.046511627906976744,0.4186046511627907,0.09302325581395349,0.0,0.4883720930232558,1.1162790697674418
Industrial Technology,0.07407407407407407,0.14814814814814814,0.2222222222222222,0.14814814814814814,0.0,0.7037037037037037,0.7037037037037037,0.07407407407407407,0.0,0.037037037037037035
Information Systems,0.08333333333333333,0.0,0.9166666666666666,0.25,0.08333333333333333,0.8333333333333334,0.9166666666666666,0.08333333333333333,0.0,0.0
Management and Human Resources,0.35714285714285715,0.0,0.07142857142857142,0.21428571428571427,0.0,0.6428571428571429,1.5,0.5,0.14285714285714285,0.0
Marketing Management,0.25,0.16666666666666666,0.3333333333333333,0.25,0.0,1.8333333333333333,0.75,0.0,0.0,0.0
Packaging Technology,0.0,0.2,0.06666666666666667,0.06666666666666667,0.0,0.26666666666666666,0.4,0.0,0.2,0.0
Quantitative Analysis,0.0975609756097561,0.0,0.3902439024390244,0.7317073170731707,0.04878048780487805,0.5121951219512195,0.5365853658536586,0.024390243902439025,0.0,0.0
Real Estate Finance,0.5,0.14285714285714285,0.2857142857142857,0.35714285714285715,0.0,0.8571428571428571,0.5714285714285714,0.0,0.14285714285714285,0.07142857142857142
"Science, Technology and Society",2.4166666666666665,0.4444444444444444,0.2222222222222222,0.3888888888888889,0.08333333333333333,0.3888888888888889,0.08333333333333333,0.0,0.75,0.3055555555555556
Visual Media and Cultural Studies,2.0377358490566038,0.1320754716981132,0.11320754716981132,0.33962264150943394,0.18867924528301888,0.4528301886792453,0.3018867924528302,0.3018867924528302,0.018867924528301886,0.0
"Bioinformatics, Cross Disciplinary Studies",0.0,0.25,1.3125,0.6875,0.125,0.75,0.6875,0.125,1.9375,0.0625
"Data Science, Cross Disciplinary Studies",0.0,0.0,1.1428571428571428,0.5238095238095238,0.23809523809523808,0.6666666666666666,0.5238095238095238,0.09523809523809523,0.23809523809523808,0.0
"Heavy Civil, Cross Disciplinary Studies",0.05263157894736842,0.0,0.2631578947368421,0.631578947368421,0.0,0.7894736842105263,0.21052631578947367,0.05263157894736842,0.0,0.0
