Programs,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24
Art and Design,1.4318181818181819,0.3181818181818182,0.25,0.17045454545454544,0.056818181818181816,0.022727272727272728,0.011363636363636364,0.011363636363636364,0.11363636363636363,0.13636363636363635,0.19318181818181818,0.03409090909090909,0.2727272727272727,0.1590909090909091,0.18181818181818182,0.09090909090909091,0.06818181818181818,0.045454545454545456,0.125,0.1590909090909091,0.011363636363636364,1.0681818181818181,0.125,0.10227272727272728,0.20454545454545456
Biochemistry,0.15789473684210525,0.32894736842105265,0.5394736842105263,0.35526315789473684,0.14473684210526316,0.0,1.9342105263157894,0.18421052631578946,0.40789473684210525,0.14473684210526316,0.47368421052631576,0.14473684210526316,0.5526315789473685,0.19736842105263158,0.23684210526315788,0.7105263157894737,0.0,0.39473684210526316,0.0,0.02631578947368421,0.27631578947368424,0.14473684210526316,0.17105263157894737,0.631578947368421,0.013157894736842105
Biological Sciences,0.4084507042253521,0.45774647887323944,0.7605633802816901,0.31690140845070425,0.352112676056338,0.0,1.2394366197183098,0.4647887323943662,0.5070422535211268,1.3450704225352113,0.4295774647887324,0.1619718309859155,0.4859154929577465,0.22535211267605634,0.4225352112676056,0.8380281690140845,0.13380281690140844,0.22535211267605634,0.16901408450704225,0.14788732394366197,0.09154929577464789,0.18309859154929578,0.44366197183098594,0.09859154929577464,0.09154929577464789
Biomedical Engineering,0.1326530612244898,1.030612244897959,0.5510204081632653,0.4897959183673469,0.16326530612244897,0.0,0.9489795918367347,0.11224489795918367,0.826530612244898,0.12244897959183673,1.1326530612244898,0.04081632653061224,0.5612244897959183,0.20408163265306123,0.20408163265306123,0.2653061224489796,0.10204081632653061,0.5306122448979592,0.030612244897959183,0.20408163265306123,0.5,0.19387755102040816,0.40816326530612246,0.9081632653061225,0.11224489795918367
BioResource and Agricultural Engineering,0.2698412698412698,0.8571428571428571,0.6190476190476191,0.2698412698412698,0.20634920634920634,0.0,0.5714285714285714,0.12698412698412698,0.5714285714285714,0.9047619047619048,1.5555555555555556,0.07936507936507936,0.3333333333333333,0.15873015873015872,0.5555555555555556,0.1746031746031746,0.15873015873015872,0.4126984126984127,0.06349206349206349,0.1746031746031746,0.6349206349206349,0.12698412698412698,0.6825396825396826,0.5396825396825397,0.14285714285714285
Business Administration,0.8181818181818182,0.6666666666666666,0.7575757575757576,1.2424242424242424,0.12121212121212122,0.06060606060606061,0.06060606060606061,0.24242424242424243,0.7878787878787878,0.6666666666666666,0.48484848484848486,0.030303030303030304,0.5757575757575758,0.3333333333333333,0.3333333333333333,0.18181818181818182,1.5757575757575757,0.15151515151515152,0.12121212121212122,0.36363636363636365,0.0,0.18181818181818182,0.15151515151515152,0.21212121212121213,0.30303030303030304
Chemistry,0.17391304347826086,0.5942028985507246,0.5507246376811594,0.36231884057971014,0.15942028985507245,0.0,1.6521739130434783,0.11594202898550725,0.6521739130434783,0.14492753623188406,0.5797101449275363,0.15942028985507245,0.6086956521739131,0.2318840579710145,0.2318840579710145,0.7971014492753623,0.014492753623188406,0.4492753623188406,0.0,0.08695652173913043,0.4782608695652174,0.14492753623188406,0.18840579710144928,0.6811594202898551,0.028985507246376812
Child Development,0.6666666666666666,0.15384615384615385,0.07692307692307693,0.15384615384615385,0.23076923076923078,0.0,0.7435897435897436,1.1794871794871795,0.28205128205128205,0.3076923076923077,0.07692307692307693,0.5897435897435898,0.2564102564102564,0.1282051282051282,0.10256410256410256,0.48717948717948717,0.07692307692307693,0.07692307692307693,0.02564102564102564,0.05128205128205128,0.02564102564102564,0.1794871794871795,0.0,0.02564102564102564,0.05128205128205128
City and Regional Planning,1.467741935483871,0.4435483870967742,0.5161290322580645,0.45161290322580644,0.12903225806451613,0.008064516129032258,0.06451612903225806,0.20161290322580644,0.5080645161290323,2.3225806451612905,0.4112903225806452,0.08870967741935484,0.3870967741935484,0.1935483870967742,0.29838709677419356,0.16129032258064516,0.46774193548387094,0.08064516129032258,0.12096774193548387,0.20161290322580644,0.056451612903225805,0.28225806451612906,0.532258064516129,0.11290322580645161,0.20967741935483872
Civil Engineering,0.15714285714285714,0.7,0.45714285714285713,0.3,0.1,0.0,0.34285714285714286,0.11428571428571428,0.6,0.7714285714285715,1.2,0.07142857142857142,0.4,0.12857142857142856,0.2,0.17142857142857143,0.07142857142857142,0.4857142857142857,0.05714285714285714,0.2,0.5285714285714286,0.04285714285714286,1.0714285714285714,0.34285714285714286,0.05714285714285714
Communication Studies,1.7692307692307692,0.3076923076923077,0.2692307692307692,0.38461538461538464,0.11538461538461539,0.0,0.07692307692307693,0.19230769230769232,0.5,0.4230769230769231,0.3076923076923077,0.0,0.46153846153846156,0.19230769230769232,0.038461538461538464,0.19230769230769232,0.15384615384615385,0.0,0.15384615384615385,0.038461538461538464,0.038461538461538464,0.6538461538461539,0.11538461538461539,0.07692307692307693,0.5769230769230769
Comparative Ethnic Studies,3.621794871794872,0.33974358974358976,0.3974358974358974,0.30128205128205127,0.20512820512820512,0.10256410256410256,0.0641025641025641,0.23076923076923078,0.30128205128205127,1.1538461538461537,0.3141025641025641,0.09615384615384616,0.3525641025641026,0.44871794871794873,0.16666666666666666,0.28846153846153844,0.5833333333333334,0.019230769230769232,0.532051282051282,0.14102564102564102,0.019230769230769232,0.1858974358974359,0.23717948717948717,0.03205128205128205,0.08974358974358974
Computer Engineering,0.1566265060240964,2.036144578313253,0.7108433734939759,0.46987951807228917,0.25301204819277107,0.060240963855421686,0.3614457831325301,0.10843373493975904,0.8192771084337349,0.30120481927710846,0.8674698795180723,0.03614457831325301,0.6385542168674698,0.2289156626506024,0.37349397590361444,0.3614457831325301,0.08433734939759036,0.5662650602409639,0.04819277108433735,0.2289156626506024,0.6144578313253012,0.2289156626506024,0.26506024096385544,1.2891566265060241,0.1686746987951807
Computer Science,0.17613636363636365,2.0568181818181817,0.5227272727272727,0.30113636363636365,0.11931818181818182,0.0625,0.42613636363636365,0.05113636363636364,0.9602272727272727,0.3409090909090909,0.6590909090909091,0.07954545454545454,0.42613636363636365,0.2556818181818182,0.30113636363636365,0.3068181818181818,0.19318181818181818,0.2727272727272727,0.06818181818181818,0.4090909090909091,0.2784090909090909,0.3522727272727273,0.3068181818181818,0.4375,0.17045454545454544
Construction Management,0.2037037037037037,0.35185185185185186,0.48148148148148145,0.5,0.05555555555555555,0.037037037037037035,0.12962962962962962,0.1111111111111111,0.42592592592592593,0.6481481481481481,0.5185185185185185,0.037037037037037035,0.37037037037037035,0.07407407407407407,0.3333333333333333,0.24074074074074073,0.2962962962962963,0.24074074074074073,0.018518518518518517,0.12962962962962962,0.18518518518518517,0.12962962962962962,0.37037037037037035,0.37037037037037035,0.12962962962962962
Dairy Science,0.1348314606741573,0.24719101123595505,1.3932584269662922,0.24719101123595505,0.1797752808988764,0.033707865168539325,0.797752808988764,0.39325842696629215,0.2808988764044944,0.550561797752809,0.29213483146067415,0.1348314606741573,0.1797752808988764,0.1348314606741573,1.9887640449438202,0.25842696629213485,0.30337078651685395,0.056179775280898875,0.0449438202247191,0.07865168539325842,0.07865168539325842,0.16853932584269662,0.20224719101123595,0.16853932584269662,0.12359550561797752
Economics,0.7,1.55,0.45,1.0,0.05,0.05,0.0,0.15,1.25,0.55,0.55,0.15,0.5,0.2,0.05,0.05,1.55,0.3,0.05,0.65,0.15,0.15,0.45,0.25,0.25
Electrical Engineering,0.14418604651162792,1.9813953488372094,0.5348837209302325,0.4186046511627907,0.13023255813953488,0.08372093023255814,0.26046511627906976,0.018604651162790697,0.772093023255814,0.2651162790697674,1.1674418604651162,0.05581395348837209,0.4930232558139535,0.17674418604651163,0.31627906976744186,0.15813953488372093,0.2186046511627907,0.3674418604651163,0.06511627906976744,0.1813953488372093,0.7627906976744186,0.3116279069767442,0.35348837209302325,0.9116279069767442,0.17209302325581396
English,1.45,0.43333333333333335,0.18333333333333332,0.18333333333333332,0.15,0.0,0.016666666666666666,0.0,0.16666666666666666,0.1,0.11666666666666667,0.016666666666666666,0.43333333333333335,1.5666666666666667,0.03333333333333333,0.31666666666666665,0.05,0.016666666666666666,0.36666666666666664,0.45,0.08333333333333333,0.38333333333333336,0.05,0.016666666666666666,0.016666666666666666
Environmental Earth and Soil Sciences,0.5520361990950227,0.39819004524886875,1.2669683257918551,0.2398190045248869,0.1583710407239819,0.013574660633484163,0.28054298642533937,0.19457013574660634,0.2850678733031674,2.090497737556561,0.4479638009049774,0.08144796380090498,0.22171945701357465,0.19909502262443438,0.7013574660633484,0.17647058823529413,0.20361990950226244,0.14027149321266968,0.08144796380090498,0.167420814479638,0.13574660633484162,0.15384615384615385,1.4705882352941178,0.17194570135746606,0.15384615384615385
Environmental Engineering,0.21666666666666667,0.5666666666666667,0.5666666666666667,0.26666666666666666,0.16666666666666666,0.016666666666666666,0.7333333333333333,0.3333333333333333,0.7166666666666667,0.9833333333333333,1.3,0.08333333333333333,0.36666666666666664,0.16666666666666666,0.43333333333333335,0.26666666666666666,0.11666666666666667,0.31666666666666665,0.06666666666666667,0.15,0.7333333333333333,0.16666666666666666,1.0,0.48333333333333334,0.08333333333333333
Environmental Management and Protection,0.6294642857142857,0.3392857142857143,1.3616071428571428,0.2857142857142857,0.15625,0.013392857142857142,0.33035714285714285,0.17410714285714285,0.30357142857142855,2.1919642857142856,0.3705357142857143,0.07589285714285714,0.21875,0.16517857142857142,0.7410714285714286,0.17410714285714285,0.23660714285714285,0.09821428571428571,0.06696428571428571,0.13839285714285715,0.08928571428571429,0.14285714285714285,1.2589285714285714,0.15625,0.14732142857142858
Food Science,0.30303030303030304,0.25757575757575757,1.4848484848484849,0.3333333333333333,0.25757575757575757,0.045454545454545456,0.8181818181818182,0.3181818181818182,0.2878787878787879,0.5606060606060606,0.3787878787878788,0.15151515151515152,0.25757575757575757,0.18181818181818182,2.257575757575758,0.3181818181818182,0.09090909090909091,0.15151515151515152,0.10606060606060606,0.09090909090909091,0.09090909090909091,0.12121212121212122,0.3181818181818182,0.4393939393939394,0.030303030303030304
Forest and Fire Sciences,0.6143497757847534,0.33183856502242154,1.3856502242152466,0.2556053811659193,0.16143497757847533,0.013452914798206279,0.30493273542600896,0.21076233183856502,0.2645739910313901,2.3228699551569507,0.3452914798206278,0.08520179372197309,0.18834080717488788,0.16143497757847533,0.820627802690583,0.19282511210762332,0.242152466367713,0.11659192825112108,0.07174887892376682,0.15695067264573992,0.06278026905829596,0.15246636771300448,1.4618834080717489,0.15246636771300448,0.1210762331838565
General Engineering,0.11538461538461539,0.8076923076923077,0.6923076923076923,0.4423076923076923,0.09615384615384616,0.038461538461538464,0.9807692307692307,0.09615384615384616,0.8653846153846154,0.15384615384615385,1.1346153846153846,0.17307692307692307,0.5384615384615384,0.40384615384615385,0.17307692307692307,0.23076923076923078,0.038461538461538464,0.4807692307692308,0.0,0.17307692307692307,0.8846153846153846,0.07692307692307693,0.40384615384615385,0.7884615384615384,0.19230769230769232
Graphic Communication,0.19402985074626866,0.8507462686567164,0.8805970149253731,0.5223880597014925,0.14925373134328357,0.029850746268656716,0.22388059701492538,0.04477611940298507,0.47761194029850745,0.746268656716418,0.2537313432835821,0.208955223880597,0.34328358208955223,0.19402985074626866,0.7164179104477612,0.1044776119402985,0.16417910447761194,0.07462686567164178,0.1044776119402985,0.208955223880597,0.029850746268656716,1.7611940298507462,0.208955223880597,0.6119402985074627,0.7313432835820896
History,2.9555555555555557,0.28888888888888886,0.13333333333333333,0.15555555555555556,0.0,0.0,0.0,0.0,0.13333333333333333,0.4222222222222222,0.15555555555555556,0.0,0.2222222222222222,1.0888888888888888,0.0,0.15555555555555556,0.4222222222222222,0.0,0.2,0.2,0.06666666666666667,0.06666666666666667,0.0,0.0,0.022222222222222223
Industrial Engineering,0.4019607843137255,1.5294117647058822,1.0196078431372548,0.7352941176470589,0.21568627450980393,0.0392156862745098,0.28431372549019607,0.0784313725490196,1.2058823529411764,1.0784313725490196,1.3725490196078431,0.11764705882352941,0.8823529411764706,0.21568627450980393,0.45098039215686275,0.18627450980392157,0.4411764705882353,0.3627450980392157,0.18627450980392157,0.21568627450980393,0.46078431372549017,0.12745098039215685,0.7058823529411765,0.8333333333333334,0.23529411764705882
Industrial Technology and Packaging,0.16666666666666666,0.5833333333333334,0.5,0.3333333333333333,0.041666666666666664,0.041666666666666664,0.125,0.041666666666666664,0.5416666666666666,0.7083333333333334,0.3333333333333333,0.041666666666666664,0.16666666666666666,0.20833333333333334,0.875,0.20833333333333334,0.20833333333333334,0.2916666666666667,0.125,0.375,0.20833333333333334,0.16666666666666666,0.16666666666666666,0.6666666666666666,0.25
Interdisciplinary Studies,2.7222222222222223,0.3888888888888889,0.2222222222222222,0.2222222222222222,0.1111111111111111,0.0,0.1111111111111111,0.0,1.2777777777777777,0.3333333333333333,0.2222222222222222,0.05555555555555555,0.3333333333333333,0.16666666666666666,0.0,0.2777777777777778,0.4444444444444444,0.05555555555555555,0.2222222222222222,0.05555555555555555,0.1111111111111111,0.4444444444444444,0.1111111111111111,0.05555555555555555,0.16666666666666666
Journalism,0.6956521739130435,0.45652173913043476,0.4782608695652174,0.2608695652173913,0.043478260869565216,0.021739130434782608,0.0,0.021739130434782608,0.6086956521739131,0.2391304347826087,0.1956521739130435,0.08695652173913043,0.15217391304347827,0.32608695652173914,0.2391304347826087,0.08695652173913043,0.34782608695652173,0.06521739130434782,0.2826086956521739,0.2391304347826087,0.08695652173913043,2.1956521739130435,0.021739130434782608,0.10869565217391304,0.34782608695652173
Kinesiology,0.5842696629213483,0.24719101123595505,0.25842696629213485,0.3146067415730337,0.24719101123595505,0.0449438202247191,0.5280898876404494,2.0898876404494384,0.23595505617977527,0.4943820224719101,0.2247191011235955,0.15730337078651685,0.38202247191011235,0.14606741573033707,0.9438202247191011,0.3595505617977528,0.15730337078651685,0.056179775280898875,0.19101123595505617,0.0898876404494382,0.15730337078651685,0.2247191011235955,0.12359550561797752,0.1348314606741573,0.449438202247191
Landscape Architecture,0.5111111111111111,0.26666666666666666,0.37777777777777777,0.1111111111111111,0.13333333333333333,0.0,0.13333333333333333,0.1111111111111111,0.26666666666666666,0.7555555555555555,0.13333333333333333,0.06666666666666667,0.17777777777777778,0.022222222222222223,0.24444444444444444,0.4444444444444444,0.044444444444444446,0.4444444444444444,0.06666666666666667,0.17777777777777778,0.044444444444444446,0.28888888888888886,0.28888888888888886,0.17777777777777778,0.2222222222222222
Liberal Arts and Engineering Studies,0.4024390243902439,1.4268292682926829,0.573170731707317,0.4146341463414634,0.21951219512195122,0.10975609756097561,0.07317073170731707,0.0,0.7926829268292683,0.3780487804878049,0.8536585365853658,0.12195121951219512,0.4878048780487805,0.2073170731707317,0.3902439024390244,0.17073170731707318,0.13414634146341464,0.2682926829268293,0.07317073170731707,0.23170731707317074,0.35365853658536583,0.6341463414634146,0.34146341463414637,0.4634146341463415,0.2682926829268293
Liberal Studies,1.73125,0.25,0.45625,0.2,0.3125,0.03125,0.6625,0.475,0.16875,0.4625,0.3,0.16875,0.34375,0.3625,0.3125,1.1375,0.19375,0.26875,0.3375,0.21875,0.2,0.18125,0.15,0.16875,0.1125
Manufacturing Engineering,0.3565217391304348,1.2956521739130435,0.9130434782608695,0.6434782608695652,0.23478260869565218,0.034782608695652174,0.3565217391304348,0.0782608695652174,0.8869565217391304,0.9826086956521739,1.3130434782608695,0.12173913043478261,0.7565217391304347,0.22608695652173913,0.5304347826086957,0.22608695652173913,0.391304347826087,0.3217391304347826,0.16521739130434782,0.2,0.45217391304347826,0.2,0.7130434782608696,1.2956521739130435,0.2
Marine Sciences,0.3474576271186441,0.4915254237288136,0.635593220338983,0.3050847457627119,0.5423728813559322,0.01694915254237288,1.0932203389830508,0.13559322033898305,0.5423728813559322,1.347457627118644,0.4406779661016949,0.2033898305084746,0.4576271186440678,0.288135593220339,0.2542372881355932,0.8305084745762712,0.11864406779661017,0.2796610169491525,0.2288135593220339,0.1864406779661017,0.17796610169491525,0.13559322033898305,0.4745762711864407,0.11016949152542373,0.06779661016949153
Materials Engineering,0.18,0.58,0.55,0.42,0.21,0.05,0.51,0.09,0.58,0.3,0.9,0.1,0.48,0.19,0.39,0.62,0.13,0.36,0.07,0.14,0.56,0.22,0.38,1.57,0.12
Mathematics,0.05555555555555555,0.7222222222222222,0.39814814814814814,0.3425925925925926,0.1111111111111111,0.037037037037037035,0.1388888888888889,0.009259259259259259,1.037037037037037,0.1111111111111111,0.6111111111111112,0.046296296296296294,0.37962962962962965,0.2037037037037037,0.14814814814814814,0.37962962962962965,0.16666666666666666,0.9166666666666666,0.05555555555555555,0.23148148148148148,0.8796296296296297,0.018518518518518517,0.1574074074074074,0.35185185185185186,0.09259259259259259
Mechanical Engineering,0.12698412698412698,1.1111111111111112,0.5714285714285714,0.42063492063492064,0.20634920634920634,0.05555555555555555,0.25396825396825395,0.1111111111111111,0.6666666666666666,0.20634920634920634,1.4603174603174602,0.07936507936507936,0.6031746031746031,0.1349206349206349,0.373015873015873,0.30952380952380953,0.1111111111111111,0.30158730158730157,0.14285714285714285,0.1746031746031746,0.626984126984127,0.2619047619047619,0.5714285714285714,1.6111111111111112,0.12698412698412698
Microbiology,0.1595744680851064,0.5531914893617021,0.9787234042553191,0.30851063829787234,0.26595744680851063,0.010638297872340425,1.5425531914893618,0.40425531914893614,0.5106382978723404,0.39361702127659576,0.4574468085106383,0.09574468085106383,0.39361702127659576,0.1595744680851064,0.8617021276595744,0.13829787234042554,0.05319148936170213,0.18085106382978725,0.0851063829787234,0.05319148936170213,0.11702127659574468,0.07446808510638298,0.3404255319148936,0.22340425531914893,0.07446808510638298
Music,0.3,0.1,0.16666666666666666,0.21666666666666667,0.15,2.8333333333333335,0.05,0.0,0.08333333333333333,0.0,0.06666666666666667,0.0,0.45,0.13333333333333333,0.03333333333333333,0.16666666666666666,0.0,0.0,0.25,0.03333333333333333,0.016666666666666666,0.06666666666666667,0.0,0.03333333333333333,0.0
Nutrition,0.38235294117647056,0.24509803921568626,0.5686274509803921,0.30392156862745096,0.2549019607843137,0.058823529411764705,1.2450980392156863,1.2647058823529411,0.27450980392156865,0.3431372549019608,0.29411764705882354,0.18627450980392157,0.3137254901960784,0.17647058823529413,0.6274509803921569,0.22549019607843138,0.13725490196078433,0.2647058823529412,0.08823529411764706,0.08823529411764706,0.12745098039215685,0.13725490196078433,0.13725490196078433,0.14705882352941177,0.11764705882352941
Philosophy,1.105263157894737,0.3157894736842105,0.3157894736842105,0.23684210526315788,0.42105263157894735,0.0,0.2631578947368421,0.21052631578947367,0.21052631578947367,0.2894736842105263,0.34210526315789475,0.10526315789473684,0.34210526315789475,0.05263157894736842,0.07894736842105263,0.42105263157894735,0.13157894736842105,0.07894736842105263,0.05263157894736842,0.2894736842105263,0.0,0.3684210526315789,0.02631578947368421,0.0,0.05263157894736842
Physics,0.3333333333333333,0.4358974358974359,0.3333333333333333,0.3333333333333333,0.358974358974359,0.0,0.38461538461538464,0.05128205128205128,0.6410256410256411,0.10256410256410256,0.7692307692307693,0.15384615384615385,0.6923076923076923,0.1282051282051282,0.10256410256410256,0.3333333333333333,0.07692307692307693,0.5384615384615384,0.10256410256410256,0.10256410256410256,1.8717948717948718,0.15384615384615385,0.0,0.6923076923076923,0.07692307692307693
Political Science,2.3,0.375,0.325,0.4875,0.1375,0.0,0.1375,0.2,0.3375,0.55,0.3,0.0375,0.1875,0.2125,0.125,0.1375,0.4625,0.05,0.2,0.0625,0.025,0.2,0.2,0.125,0.1375
Public Health,1.0862068965517242,0.3275862068965517,0.3793103448275862,0.2413793103448276,0.15517241379310345,0.017241379310344827,0.6982758620689655,1.7586206896551724,0.35344827586206895,0.8448275862068966,0.20689655172413793,0.11206896551724138,0.20689655172413793,0.646551724137931,0.9655172413793104,0.3103448275862069,0.1810344827586207,0.06896551724137931,0.09482758620689655,0.20689655172413793,0.0603448275862069,0.3103448275862069,0.15517241379310345,0.09482758620689655,0.2413793103448276
Psychology,1.8245614035087718,0.3157894736842105,0.24561403508771928,0.21052631578947367,0.3157894736842105,0.0,0.6491228070175439,1.1403508771929824,0.2631578947368421,0.2982456140350877,0.22807017543859648,0.2631578947368421,0.38596491228070173,0.21052631578947367,0.21052631578947367,0.42105263157894735,0.21052631578947367,0.07017543859649122,0.15789473684210525,0.12280701754385964,0.017543859649122806,0.2631578947368421,0.07017543859649122,0.03508771929824561,0.21052631578947367
"Recreation, Parks, and Tourism Administration",1.0869565217391304,0.3217391304347826,1.0956521739130434,0.5826086956521739,0.19130434782608696,0.02608695652173913,0.10434782608695652,0.2782608695652174,0.41739130434782606,1.6,0.28695652173913044,0.16521739130434782,0.41739130434782606,0.19130434782608696,0.6869565217391305,0.26956521739130435,0.4608695652173913,0.09565217391304348,0.2,0.21739130434782608,0.017391304347826087,0.3565217391304348,0.2782608695652174,0.08695652173913043,0.5217391304347826
Sociology,2.484848484848485,0.4696969696969697,0.5757575757575758,0.5757575757575758,0.09090909090909091,0.015151515151515152,0.13636363636363635,0.5,0.4696969696969697,0.6363636363636364,0.4696969696969697,0.12121212121212122,0.3333333333333333,0.25757575757575757,0.24242424242424243,0.3181818181818182,0.30303030303030304,0.015151515151515152,0.13636363636363635,0.13636363636363635,0.030303030303030304,0.30303030303030304,0.07575757575757576,0.045454545454545456,0.30303030303030304
Software Engineering,0.14935064935064934,2.038961038961039,0.5454545454545454,0.3181818181818182,0.11038961038961038,0.045454545454545456,0.512987012987013,0.07792207792207792,1.0389610389610389,0.3961038961038961,0.6948051948051948,0.07792207792207792,0.4025974025974026,0.2857142857142857,0.3051948051948052,0.2987012987012987,0.18181818181818182,0.3051948051948052,0.07142857142857142,0.43506493506493504,0.33766233766233766,0.24675324675324675,0.3116883116883117,0.4675324675324675,0.14935064935064934
Spanish,2.477272727272727,0.3712121212121212,0.25757575757575757,0.3181818181818182,0.24242424242424243,0.09090909090909091,0.06060606060606061,0.1590909090909091,0.20454545454545456,0.75,0.21212121212121213,0.09090909090909091,0.5303030303030303,1.1742424242424243,0.08333333333333333,0.3409090909090909,0.36363636363636365,0.0,0.44696969696969696,0.6818181818181818,0.0,0.20454545454545456,0.11363636363636363,0.022727272727272728,0.06818181818181818
Statistics,0.04,1.3,0.54,0.5,0.08,0.04,0.04,0.0,2.08,0.08,0.68,0.08,0.64,0.18,0.12,0.06,0.1,0.84,0.08,0.28,0.48,0.06,0.38,0.12,0.16
Theatre Arts,0.46511627906976744,0.27906976744186046,0.32558139534883723,0.27906976744186046,0.7674418604651163,0.37209302325581395,0.11627906976744186,0.0,0.20930232558139536,0.09302325581395349,0.16279069767441862,0.023255813953488372,0.4186046511627907,0.2558139534883721,0.2558139534883721,0.11627906976744186,0.023255813953488372,0.046511627906976744,0.3023255813953488,0.13953488372093023,0.0,0.2558139534883721,0.18604651162790697,0.27906976744186046,0.18604651162790697
